timestamp,back_x,back_y,back_z,thigh_x,thigh_y,thigh_z,label
2021-03-24 14:42:04.539,-0.953125,-0.0283199999999999,0.25,-0.96875,-0.0625,-0.0021969999999999,6
2021-03-24 14:42:04.559,-0.953125,-0.04541,0.25,-0.96875,-0.0625,-0.014893,6
2021-03-24 14:42:04.579,-0.953125,-0.034668,0.25,-0.96875,-0.0625,0.001709,6
2021-03-24 14:42:04.599,-0.953125,-0.030762,0.25,-0.96875,-0.0625,0.0,6
2021-03-24 14:42:04.619,-0.953125,-0.029541,0.25,-0.96875,-0.0625,0.0,6
2021-03-24 14:42:04.640,-0.953125,-0.046143,0.25,-0.96875,-0.0625,0.0,6
2021-03-24 14:42:04.659,-0.953125,-0.0329589999999999,0.2485349999999999,-0.96875,-0.0625,0.0,6
2021-03-24 14:42:04.680,-0.953125,-0.029785,0.265137,-0.96875,-0.0625,0.0,6
2021-03-24 14:42:04.699,-0.953125,-0.045654,0.25,-0.96875,-0.0634769999999999,-0.000977,6
2021-03-24 14:42:04.720,-0.953613,-0.046875,0.265381,-0.96875,-0.056885,0.005371,6
2021-03-24 14:42:04.739,-0.9375,-0.046875,0.25,-0.96875,-0.0444339999999999,0.016357,6
2021-03-24 14:42:04.760,-0.952881,-0.046875,0.265381,-0.96875,-0.046875,0.023193,6
2021-03-24 14:42:04.779,-0.953125,-0.046875,0.265625,-0.96875,-0.046875,0.025146,6
2021-03-24 14:42:04.800,-0.953125,-0.046875,0.265625,-0.96875,-0.046875,0.018555,6
2021-03-24 14:42:04.819,-0.953125,-0.046875,0.265625,-0.96875,-0.046875,0.042236,6
2021-03-24 14:42:04.840,-0.953125,-0.046875,0.265625,-0.96875,-0.046875,0.041016,6
2021-03-24 14:42:04.859,-0.951416,-0.046875,0.265625,-0.96875,-0.046875,0.029297,6
2021-03-24 14:42:04.880,-0.937744,-0.045166,0.265381,-0.96875,-0.046875,0.0332029999999999,6
2021-03-24 14:42:04.900,-0.954834,-0.029541,0.267578,-0.96875,-0.046875,0.0202639999999999,6
2021-03-24 14:42:04.920,-0.950684,-0.03125,0.283203,-0.96875,-0.046875,0.023193,6
2021-03-24 14:42:04.940,-0.935547,-0.030762,0.278076,-0.96875,-0.0444339999999999,0.032471,6
2021-03-24 14:42:04.960,-0.9375,-0.03418,0.266602,-0.96875,-0.058838,0.03125,6
2021-03-24 14:42:04.980,-0.9375,-0.0488279999999999,0.283203,-0.96875,-0.053223,0.0288089999999999,6
2021-03-24 14:42:05.000,-0.9375,-0.046875,0.28125,-0.96875,-0.045654,0.041748,6
2021-03-24 14:42:05.019,-0.9375,-0.047363,0.28125,-0.96875,-0.046875,0.047607,6
2021-03-24 14:42:05.039,-0.938232,-0.041748,0.28125,-0.96875,-0.046875,0.046875,6
2021-03-24 14:42:05.059,-0.931885,-0.033447,0.280273,-0.96875,-0.046875,0.046875,6
2021-03-24 14:42:05.079,-0.924316,-0.049072,0.286865,-0.96875,-0.046875,0.046875,6
2021-03-24 14:42:05.099,-0.939697,-0.046875,0.292725,-0.96875,-0.046875,0.046875,6
2021-03-24 14:42:05.119,-0.9375,-0.046875,0.28418,-0.96875,-0.046875,0.046875,6
2021-03-24 14:42:05.140,-0.938721,-0.046875,0.299072,-0.96875,-0.046875,0.046875,6
2021-03-24 14:42:05.159,-0.929932,-0.046875,0.296875,-0.96875,-0.046875,0.046875,6
2021-03-24 14:42:05.180,-0.925781,-0.046875,0.296875,-0.96875,-0.048096,0.04541,6
2021-03-24 14:42:05.199,-0.941162,-0.046875,0.295166,-0.969727,-0.032471,0.061035,6
2021-03-24 14:42:05.220,-0.93042,-0.046875,0.3054199999999999,-0.953857,-0.031006,0.063232,6
2021-03-24 14:42:05.239,-0.919678,-0.046875,0.307129,-0.952393,-0.030762,0.046875,6
2021-03-24 14:42:05.260,-0.921875,-0.046875,0.292969,-0.968506,-0.046631,0.0622559999999999,6
2021-03-24 14:42:05.279,-0.921875,-0.046875,0.304688,-0.952881,-0.031006,0.0625,6
2021-03-24 14:42:05.300,-0.921875,-0.046875,0.314209,-0.953125,-0.03125,0.078613,6
2021-03-24 14:42:05.319,-0.921875,-0.046875,0.3125,-0.953125,-0.031006,0.078125,6
2021-03-24 14:42:05.340,-0.919678,-0.046875,0.310303,-0.953125,-0.032471,0.078125,6
2021-03-24 14:42:05.359,-0.933105,-0.046875,0.32373,-0.953125,-0.046143,0.078125,6
2021-03-24 14:42:05.380,-0.929443,-0.046875,0.317627,-0.953125,-0.031738,0.0778809999999999,6
2021-03-24 14:42:05.400,-0.92041,-0.046875,0.320801,-0.953125,-0.0488279999999999,0.080566,6
2021-03-24 14:42:05.420,-0.921875,-0.046875,0.329346,-0.953125,-0.043945,0.095215,6
2021-03-24 14:42:05.440,-0.921875,-0.046875,0.328125,-0.953125,-0.029053,0.097412,6
2021-03-24 14:42:05.460,-0.921875,-0.046875,0.328125,-0.953125,-0.030518,0.1079099999999999,6
2021-03-24 14:42:05.480,-0.919434,-0.049072,0.328125,-0.953125,-0.035156,0.091309,6
2021-03-24 14:42:05.500,-0.935303,-0.0332029999999999,0.328125,-0.953125,-0.049072,0.09375,6
2021-03-24 14:42:05.520,-0.926514,-0.044189,0.330322,-0.953125,-0.046875,0.09375,6
2021-03-24 14:42:05.539,-0.921143,-0.0354,0.315918,-0.953125,-0.046875,0.09375,6
2021-03-24 14:42:05.559,-0.921875,-0.028564,0.311768,-0.953125,-0.046875,0.094971,6
2021-03-24 14:42:05.579,-0.921875,-0.045654,0.310303,-0.953125,-0.046875,0.086426,6
2021-03-24 14:42:05.599,-0.921875,-0.03418,0.3251949999999999,-0.953125,-0.046875,0.0820309999999999,6
2021-03-24 14:42:05.619,-0.921875,-0.030762,0.328369,-0.953125,-0.046875,0.095947,6
2021-03-24 14:42:05.640,-0.921875,-0.029541,0.328125,-0.953125,-0.046875,0.09375,6
2021-03-24 14:42:05.659,-0.921875,-0.046387,0.32666,-0.953125,-0.046875,0.091797,6
2021-03-24 14:42:05.680,-0.921875,-0.031494,0.342285,-0.953125,-0.0485839999999999,0.1013179999999999,6
2021-03-24 14:42:05.699,-0.921875,-0.045654,0.344727,-0.953125,-0.038818,0.1130369999999999,6
2021-03-24 14:42:05.720,-0.921875,-0.047607,0.328857,-0.953125,-0.029297,0.1008299999999999,6
2021-03-24 14:42:05.739,-0.922119,-0.031738,0.327881,-0.953125,-0.03125,0.092041,6
2021-03-24 14:42:05.760,-0.90625,-0.031006,0.328125,-0.953125,-0.03125,0.09375,6
2021-03-24 14:42:05.779,-0.921875,-0.03125,0.328125,-0.953125,-0.03125,0.09375,6
2021-03-24 14:42:05.800,-0.921387,-0.03125,0.328125,-0.953125,-0.03125,0.091309,6
2021-03-24 14:42:05.819,-0.90625,-0.03125,0.328125,-0.953125,-0.03125,0.106201,6
2021-03-24 14:42:05.840,-0.922607,-0.031006,0.328125,-0.953125,-0.03125,0.099609,6
2021-03-24 14:42:05.859,-0.921875,-0.032471,0.328125,-0.953125,-0.03125,0.092773,6
2021-03-24 14:42:05.880,-0.921875,-0.048096,0.328125,-0.953125,-0.03125,0.095947,6
2021-03-24 14:42:05.900,-0.921875,-0.046875,0.328125,-0.953125,-0.03125,0.07959,6
2021-03-24 14:42:05.920,-0.919189,-0.046875,0.328125,-0.953125,-0.03125,0.0896,6
2021-03-24 14:42:05.940,-0.906982,-0.046875,0.328125,-0.953125,-0.03125,0.094238,6
2021-03-24 14:42:05.960,-0.923584,-0.046875,0.328125,-0.953125,-0.03125,0.09375,6
2021-03-24 14:42:05.980,-0.921875,-0.046875,0.328125,-0.953125,-0.03125,0.09375,6
2021-03-24 14:42:06.000,-0.922363,-0.046875,0.328125,-0.953125,-0.032715,0.09375,6
2021-03-24 14:42:06.019,-0.917969,-0.046875,0.328125,-0.953125,-0.01709,0.09375,6
2021-03-24 14:42:06.039,-0.903076,-0.046875,0.328125,-0.953125,-0.0144039999999999,0.09375,6
2021-03-24 14:42:06.059,-0.910645,-0.046875,0.328125,-0.953125,-0.031006,0.09375,6
2021-03-24 14:42:06.079,-0.924072,-0.046875,0.328125,-0.953125,-0.016113,0.09375,6
2021-03-24 14:42:06.099,-0.921875,-0.046875,0.326904,-0.953125,-0.015381,0.0935059999999999,6
2021-03-24 14:42:06.119,-0.921875,-0.046875,0.334717,-0.953125,-0.015381,0.1091309999999999,6
2021-03-24 14:42:06.140,-0.921875,-0.046875,0.338867,-0.953125,-0.016113,0.09375,6
2021-03-24 14:42:06.159,-0.921875,-0.046875,0.331787,-0.953125,-0.031006,0.110107,6
2021-03-24 14:42:06.180,-0.921875,-0.046875,0.347412,-0.953125,-0.0144039999999999,0.109375,6
2021-03-24 14:42:06.199,-0.921875,-0.046875,0.336914,-0.953125,-0.015625,0.107422,6
2021-03-24 14:42:06.220,-0.921875,-0.046875,0.324219,-0.953125,-0.015625,0.091797,6
2021-03-24 14:42:06.239,-0.921875,-0.046875,0.337158,-0.953125,-0.015625,0.096191,6
2021-03-24 14:42:06.260,-0.921875,-0.046875,0.3381349999999999,-0.953125,-0.015625,0.1110839999999999,6
2021-03-24 14:42:06.279,-0.921875,-0.046875,0.324219,-0.953125,-0.015625,0.109863,6
2021-03-24 14:42:06.300,-0.921875,-0.046875,0.338379,-0.953125,-0.015625,0.1049799999999999,6
2021-03-24 14:42:06.319,-0.921875,-0.046875,0.334717,-0.953125,-0.015625,0.096191,6
2021-03-24 14:42:06.340,-0.921875,-0.046875,0.335205,-0.953125,-0.015625,0.107178,6
2021-03-24 14:42:06.359,-0.921875,-0.046875,0.345215,-0.953125,-0.015625,0.090332,6
2021-03-24 14:42:06.380,-0.921875,-0.046875,0.345947,-0.953125,-0.015625,0.099854,6
2021-03-24 14:42:06.400,-0.924072,-0.046875,0.331543,-0.953125,-0.015625,0.106201,6
2021-03-24 14:42:06.420,-0.911621,-0.046875,0.339111,-0.953125,-0.015625,0.091309,6
2021-03-24 14:42:06.440,-0.902588,-0.046875,0.334473,-0.953125,-0.015625,0.09375,6
2021-03-24 14:42:06.460,-0.916748,-0.046875,0.326904,-0.953125,-0.015625,0.09375,6
2021-03-24 14:42:06.480,-0.922607,-0.046875,0.328125,-0.953125,-0.015625,0.09375,6
2021-03-24 14:42:06.500,-0.921875,-0.046875,0.328125,-0.953125,-0.015625,0.09375,6
2021-03-24 14:42:06.520,-0.921875,-0.046875,0.325684,-0.953125,-0.015625,0.09375,6
2021-03-24 14:42:06.539,-0.921875,-0.046875,0.342041,-0.953125,-0.015625,0.09375,6
2021-03-24 14:42:06.559,-0.921875,-0.046875,0.332031,-0.953125,-0.015625,0.091553,6
2021-03-24 14:42:06.579,-0.921875,-0.046875,0.327637,-0.953125,-0.015625,0.104492,6
2021-03-24 14:42:06.599,-0.921875,-0.046875,0.328125,-0.953125,-0.015625,0.099365,6
2021-03-24 14:42:06.619,-0.921875,-0.046875,0.328125,-0.953125,-0.013184,0.104004,6
2021-03-24 14:42:06.640,-0.921875,-0.046875,0.328125,-0.953125,-0.0275879999999999,0.100586,6
2021-03-24 14:42:06.659,-0.923096,-0.046875,0.329346,-0.953125,-0.021973,0.092529,6
2021-03-24 14:42:06.680,-0.906494,-0.046875,0.312744,-0.953125,-0.0144039999999999,0.09375,6
2021-03-24 14:42:06.699,-0.92041,-0.046875,0.32666,-0.953125,-0.015625,0.09375,6
2021-03-24 14:42:06.720,-0.921875,-0.046875,0.328125,-0.953125,-0.015625,0.091309,6
2021-03-24 14:42:06.739,-0.921875,-0.046875,0.328125,-0.953125,-0.015625,0.107666,6
2021-03-24 14:42:06.760,-0.921875,-0.046875,0.328125,-0.953125,-0.013428,0.0976559999999999,6
2021-03-24 14:42:06.779,-0.921875,-0.046875,0.312256,-0.953125,-0.030029,0.0910639999999999,6
2021-03-24 14:42:06.800,-0.921875,-0.046631,0.3125,-0.953125,-0.018555,0.108398,6
2021-03-24 14:42:06.819,-0.921875,-0.047363,0.3125,-0.953125,-0.015137,0.096191,6
2021-03-24 14:42:06.840,-0.921875,-0.0622559999999999,0.3125,-0.953125,-0.015625,0.0935059999999999,6
2021-03-24 14:42:06.859,-0.921875,-0.047119,0.312256,-0.953125,-0.015625,0.092285,6
2021-03-24 14:42:06.880,-0.921875,-0.062012,0.314209,-0.953125,-0.015625,0.1091309999999999,6
2021-03-24 14:42:06.900,-0.921875,-0.045166,0.327637,-0.953125,-0.015625,0.094482,6
2021-03-24 14:42:06.920,-0.921875,-0.046875,0.310791,-0.953125,-0.015625,0.0935059999999999,6
2021-03-24 14:42:06.940,-0.921875,-0.046875,0.3125,-0.953125,-0.015625,0.09375,6
2021-03-24 14:42:06.960,-0.921875,-0.046875,0.3125,-0.953125,-0.015625,0.09375,6
2021-03-24 14:42:06.980,-0.921875,-0.046875,0.3125,-0.953125,-0.015625,0.09375,6
2021-03-24 14:42:07.000,-0.921875,-0.046875,0.3125,-0.953125,-0.015625,0.09375,6
2021-03-24 14:42:07.019,-0.921875,-0.046875,0.3125,-0.953125,-0.015625,0.09375,6
2021-03-24 14:42:07.039,-0.921875,-0.046875,0.3125,-0.953125,-0.015625,0.09375,6
2021-03-24 14:42:07.059,-0.921875,-0.046875,0.311523,-0.953125,-0.015625,0.0935059999999999,6
2021-03-24 14:42:07.079,-0.921875,-0.046875,0.318115,-0.953125,-0.015625,0.096436,6
2021-03-24 14:42:07.099,-0.921875,-0.046875,0.324219,-0.953125,-0.015625,0.108398,6
2021-03-24 14:42:07.119,-0.921875,-0.046875,0.31665,-0.953125,-0.015625,0.0910639999999999,6
2021-03-24 14:42:07.140,-0.921875,-0.046875,0.323242,-0.953125,-0.015625,0.0971679999999999,6
2021-03-24 14:42:07.159,-0.921875,-0.046875,0.3173829999999999,-0.953125,-0.015625,0.111572,6
2021-03-24 14:42:07.180,-0.921875,-0.046875,0.323975,-0.953125,-0.015625,0.109375,6
2021-03-24 14:42:07.199,-0.921875,-0.046875,0.310059,-0.953125,-0.015625,0.109375,6
2021-03-24 14:42:07.220,-0.921875,-0.046875,0.310791,-0.953125,-0.015625,0.109375,6
2021-03-24 14:42:07.239,-0.921875,-0.046875,0.31958,-0.953125,-0.015625,0.110596,6
2021-03-24 14:42:07.260,-0.921875,-0.046875,0.330078,-0.953125,-0.015625,0.103516,6
2021-03-24 14:42:07.279,-0.921875,-0.046875,0.328125,-0.953125,-0.015625,0.091309,6
2021-03-24 14:42:07.300,-0.921875,-0.046875,0.328125,-0.953125,-0.015625,0.09375,6
2021-03-24 14:42:07.319,-0.921875,-0.046875,0.325928,-0.953125,-0.015625,0.09375,6
2021-03-24 14:42:07.340,-0.923828,-0.046875,0.336914,-0.953125,-0.015625,0.09375,6
2021-03-24 14:42:07.359,-0.9104,-0.046875,0.345215,-0.953125,-0.015625,0.09375,6
2021-03-24 14:42:07.380,-0.914062,-0.046875,0.34375,-0.953125,-0.015625,0.09375,6
2021-03-24 14:42:07.400,-0.923096,-0.046875,0.34375,-0.953125,-0.013428,0.09375,6
2021-03-24 14:42:07.420,-0.921875,-0.046875,0.34375,-0.953125,-0.02417,0.095703,6
2021-03-24 14:42:07.440,-0.921875,-0.046875,0.34375,-0.953125,-0.032715,0.082275,6
2021-03-24 14:42:07.460,-0.921875,-0.046875,0.34375,-0.953125,-0.03125,0.088379,6
2021-03-24 14:42:07.480,-0.924072,-0.046875,0.34375,-0.953125,-0.03125,0.0852049999999999,6
2021-03-24 14:42:07.500,-0.9104,-0.046875,0.34375,-0.953125,-0.03125,0.076904,6
2021-03-24 14:42:07.520,-0.905273,-0.046875,0.34375,-0.953125,-0.03125,0.078125,6
2021-03-24 14:42:07.539,-0.90625,-0.046875,0.34375,-0.953125,-0.03125,0.078125,6
2021-03-24 14:42:07.559,-0.90625,-0.0488279999999999,0.34375,-0.953125,-0.03125,0.075684,6
2021-03-24 14:42:07.579,-0.90625,-0.032227,0.34375,-0.953125,-0.03125,0.0896,6
2021-03-24 14:42:07.599,-0.90625,-0.043457,0.34375,-0.953125,-0.03125,0.096436,6
2021-03-24 14:42:07.619,-0.90625,-0.047119,0.3417969999999999,-0.953125,-0.03125,0.081055,6
2021-03-24 14:42:07.640,-0.90625,-0.046875,0.358643,-0.953125,-0.03125,0.077637,6
2021-03-24 14:42:07.659,-0.90625,-0.046875,0.345703,-0.953125,-0.03125,0.078125,6
2021-03-24 14:42:07.680,-0.90625,-0.046875,0.342285,-0.953125,-0.03125,0.078125,6
2021-03-24 14:42:07.699,-0.90625,-0.046875,0.35791,-0.953125,-0.03125,0.078125,6
2021-03-24 14:42:07.720,-0.90625,-0.046875,0.359375,-0.953125,-0.03125,0.076904,6
2021-03-24 14:42:07.739,-0.90625,-0.046875,0.359863,-0.953125,-0.03125,0.092773,6
2021-03-24 14:42:07.760,-0.90625,-0.046875,0.34375,-0.953125,-0.03125,0.094238,6
2021-03-24 14:42:07.779,-0.90625,-0.046875,0.359375,-0.953125,-0.03125,0.078125,6
2021-03-24 14:42:07.800,-0.90625,-0.046875,0.359375,-0.953125,-0.03125,0.0935059999999999,6
2021-03-24 14:42:07.819,-0.90625,-0.046875,0.359375,-0.953125,-0.03125,0.0773929999999999,6
2021-03-24 14:42:07.840,-0.90625,-0.046875,0.359375,-0.953125,-0.03125,0.078857,6
2021-03-24 14:42:07.859,-0.90625,-0.04541,0.35791,-0.953125,-0.029785,0.0947269999999999,6
2021-03-24 14:42:07.880,-0.90625,-0.031494,0.343994,-0.953125,-0.016113,0.092041,6
2021-03-24 14:42:07.900,-0.90625,-0.048096,0.360596,-0.953125,-0.030518,0.076416,6
2021-03-24 14:42:07.920,-0.90625,-0.046875,0.359619,-0.953125,-0.016113,0.077637,6
2021-03-24 14:42:07.940,-0.90625,-0.046875,0.356689,-0.953125,-0.0329589999999999,0.081055,6
2021-03-24 14:42:07.960,-0.90625,-0.046875,0.3417969999999999,-0.953125,-0.03125,0.092529,6
2021-03-24 14:42:07.980,-0.90625,-0.046875,0.34375,-0.953125,-0.03125,0.075928,6
2021-03-24 14:42:08.000,-0.90625,-0.046875,0.34375,-0.953125,-0.031738,0.0773929999999999,6
2021-03-24 14:42:08.020,-0.90625,-0.047363,0.34375,-0.953125,-0.026123,0.082275,6
2021-03-24 14:42:08.039,-0.90625,-0.042725,0.342773,-0.953125,-0.017822,0.095947,6
2021-03-24 14:42:08.059,-0.90625,-0.0288089999999999,0.348877,-0.953125,-0.033447,0.09375,6
2021-03-24 14:42:08.079,-0.90625,-0.03125,0.356934,-0.953125,-0.03125,0.09375,6
2021-03-24 14:42:08.100,-0.90625,-0.03125,0.340332,-0.953125,-0.032471,0.09375,6
2021-03-24 14:42:08.119,-0.90625,-0.03125,0.350098,-0.953125,-0.0236819999999999,0.09375,6
2021-03-24 14:42:08.140,-0.90625,-0.029785,0.355957,-0.953125,-0.02124,0.092041,6
2021-03-24 14:42:08.159,-0.90625,-0.038574,0.341309,-0.953125,-0.026367,0.102051,6
2021-03-24 14:42:08.180,-0.90625,-0.04126,0.34375,-0.953125,-0.011719,0.102295,6
2021-03-24 14:42:08.199,-0.90625,-0.0371089999999999,0.34375,-0.953125,-0.024902,0.101074,6
2021-03-24 14:42:08.220,-0.904541,-0.041992,0.34375,-0.953125,-0.023193,0.105225,6
2021-03-24 14:42:08.239,-0.915039,-0.029053,0.34375,-0.953125,-0.021973,0.081299,6
2021-03-24 14:42:08.260,-0.91626,-0.029297,0.345459,-0.953125,-0.0329589999999999,0.084961,6
2021-03-24 14:42:08.279,-0.904297,-0.041016,0.33374,-0.953125,-0.033447,0.095215,6
2021-03-24 14:42:08.300,-0.904053,-0.040527,0.334229,-0.953125,-0.019531,0.09375,6
2021-03-24 14:42:08.319,-0.916748,-0.027344,0.345459,-0.953125,-0.023926,0.09375,6
2021-03-24 14:42:08.340,-0.914795,-0.041992,0.34375,-0.953125,-0.032471,0.09375,6
2021-03-24 14:42:08.359,-0.902344,-0.0371089999999999,0.34375,-0.953125,-0.03125,0.09375,6
2021-03-24 14:42:08.380,-0.915527,-0.04126,0.34375,-0.953125,-0.033447,0.091309,6
2021-03-24 14:42:08.399,-0.925537,-0.038574,0.34375,-0.953125,-0.019775,0.1049799999999999,6
2021-03-24 14:42:08.420,-0.909424,-0.0275879999999999,0.34375,-0.953125,-0.014648,0.110107,6
2021-03-24 14:42:08.440,-0.91748,-0.041504,0.34375,-0.953125,-0.015625,0.109375,6
2021-03-24 14:42:08.460,-0.912109,-0.047852,0.34375,-0.953125,-0.013428,0.109375,6
2021-03-24 14:42:08.479,-0.902832,-0.049072,0.345947,-0.953125,-0.030273,0.109375,6
2021-03-24 14:42:08.500,-0.91748,-0.0354,0.332275,-0.953125,-0.018311,0.109375,6
2021-03-24 14:42:08.520,-0.922607,-0.030273,0.327148,-0.953125,-0.015137,0.11084,6
2021-03-24 14:42:08.539,-0.921875,-0.03125,0.328125,-0.953125,-0.015625,0.095459,6
2021-03-24 14:42:08.559,-0.921875,-0.03125,0.328125,-0.953125,-0.015625,0.0935059999999999,6
2021-03-24 14:42:08.579,-0.921875,-0.03125,0.328125,-0.953125,-0.015625,0.09375,6
2021-03-24 14:42:08.600,-0.921875,-0.03125,0.328125,-0.953125,-0.015625,0.0930179999999999,6
2021-03-24 14:42:08.619,-0.921875,-0.029297,0.328125,-0.953125,-0.015137,0.1088869999999999,6
2021-03-24 14:42:08.640,-0.921875,-0.0444339999999999,0.328125,-0.953125,-0.031006,0.109375,6
2021-03-24 14:42:08.659,-0.921875,-0.04834,0.328125,-0.953125,-0.015137,0.109375,6
2021-03-24 14:42:08.680,-0.921875,-0.031494,0.328125,-0.953125,-0.015625,0.109375,6
2021-03-24 14:42:08.699,-0.922852,-0.04541,0.328125,-0.953125,-0.015625,0.1079099999999999,6
2021-03-24 14:42:08.720,-0.90625,-0.047607,0.328125,-0.953125,-0.015625,0.092285,6
2021-03-24 14:42:08.739,-0.921143,-0.03125,0.328613,-0.953125,-0.015625,0.095703,6
2021-03-24 14:42:08.760,-0.921875,-0.046387,0.3125,-0.953125,-0.015625,0.111328,6
2021-03-24 14:42:08.779,-0.921875,-0.046875,0.327881,-0.953125,-0.015625,0.106445,6
2021-03-24 14:42:08.800,-0.921875,-0.046875,0.327637,-0.953125,-0.015625,0.091553,6
2021-03-24 14:42:08.819,-0.921875,-0.046875,0.3125,-0.953125,-0.015625,0.0930179999999999,6
2021-03-24 14:42:08.840,-0.921875,-0.046875,0.328857,-0.953125,-0.015625,0.097412,6
2021-03-24 14:42:08.859,-0.921875,-0.046875,0.328125,-0.953125,-0.016357,0.112305,6
2021-03-24 14:42:08.880,-0.921875,-0.046875,0.328125,-0.953125,-0.010986,0.1037599999999999,6
2021-03-24 14:42:08.899,-0.921875,-0.046875,0.328125,-0.953125,0.0021969999999999,0.096191,6
2021-03-24 14:42:08.920,-0.921875,-0.046875,0.328125,-0.953125,0.000977,0.111572,6
2021-03-24 14:42:08.940,-0.921875,-0.046875,0.328125,-0.953125,-0.005615,0.109375,6
2021-03-24 14:42:08.960,-0.921875,-0.046875,0.328125,-0.953125,-0.017822,0.109375,6
2021-03-24 14:42:08.979,-0.921875,-0.046875,0.328125,-0.953125,-0.015625,0.11084,6
2021-03-24 14:42:09.000,-0.921875,-0.046875,0.328125,-0.953125,-0.015625,0.102539,6
2021-03-24 14:42:09.020,-0.921875,-0.046875,0.328613,-0.953125,-0.015625,0.091553,6
2021-03-24 14:42:09.039,-0.921875,-0.046875,0.323242,-0.953125,-0.015625,0.09375,6
2021-03-24 14:42:09.059,-0.921875,-0.046875,0.314453,-0.953125,-0.015625,0.09375,6
2021-03-24 14:42:09.079,-0.921875,-0.046875,0.330322,-0.953125,-0.015625,0.091553,6
2021-03-24 14:42:09.100,-0.921875,-0.046875,0.328125,-0.953125,-0.015625,0.104492,6
2021-03-24 14:42:09.119,-0.921875,-0.046875,0.328125,-0.953125,-0.015625,0.101807,6
2021-03-24 14:42:09.140,-0.921875,-0.046875,0.328125,-0.953125,-0.017822,0.089844,6
